,Review,Rate,Device,Review_length
438,Con này vs iphone 7plus thì cái nào chơi liên quân mạnh hơn vậy shop. Vừa chơi game vừa live stream á ad,5,Samsung Galaxy S9+ (No.00441566),82
439,"Minh cung thấy vậy máy s9 của mình chơi game cũng bị nóng ghê, co ai bi giống mình ko",4,Samsung Galaxy S9+ (No.00441566),66
440,Mọi thứ đều ok. Chỉ có khi chơi game Dominations là hao pin cực 100% pin mà chỉ chơi dc 2 giờ hơn nữa máy nóng có lúc lên 43 độ c. Các game khác thì bt chỉ 37 độ. Mọi người có thấy vậy kg hay tại máy mình lỗi,4,Samsung Galaxy S9+ (No.00441566),158
441,sản phẩm trên cả tuyệt vời,5,Samsung Galaxy S9+ (No.00441566),21
442,Công nghệ tinh tế rất hợp với mình. Không có sản phẩm này của shop chắc là mình vẫn còn mông lung quá nhiều. Giờ thì mình sẽ rất biết ơn và chắc chắn sẽ làm điều gì đó để xứng đáng với sản phẩm và công sức của nhà sản xuất. Nhìn rất rõ nét.,5,Samsung Galaxy S9+ (No.00441566),185
443,Giá cao so với S8,3,Samsung Galaxy S9+ (No.00441566),13
444,điện thoại sử dụng rất tốt nhưng vì không có aple store nên tôi đánh giá 1 sao,1,Samsung Galaxy Note 9 128GB (No.00484676),61
445,Sản phẩm tốt,5,Samsung Galaxy Note 9 128GB (No.00484676),10
446,Mình mua note9 được 5 ngày tuy nhiên hôm nay mình để y thấy cột sóng sim rất yếu. Lúc 1 cọc lúc 2. Cần tư vấn,4,Samsung Galaxy Note 9 128GB (No.00484676),83
447,"Lần đầu tiên mua hàng ở FPT, khuyến mại nhiều lắm và nhân viên thì rất nhiệt tình. 😍😍😍 Mình mới mua con note 9 sáng hôm qua, hàng cao cấp của Samsung thì không có gì để chê. Tuy nhiên mặt lưng bám vân tay kinh lắm và trơn nữa, phải dán miếng dán vào mới ok dc.",5,Samsung Galaxy Note 9 128GB (No.00484676),202
448,Shop cho mình hỏi mua trợ giá thì số tiền mình nạp tính đến ngày 30 hàng tháng hay tính từ ngày mua đến ngày đấy tháng tới,5,Samsung Galaxy Note 9 128GB (No.00484676),95
449,"Mua note 9 128G ở nguyễn thái học vũng tàu. Em nhân viên bán hàng nhiệt tình có tâm qua trời. Hàng hộp nguyên seal đồ chơi full phụ kiện ,tự tay bóc phê lòi. Mua được mấy hôm về xài thấy cam đẹp pin trâu . Từ bán hàng đến quản lý cho 5sao !",5,Samsung Galaxy Note 9 128GB (No.00484676),185
450,"Mình rất ghét Smartphone nào có độ phản hồi chậm chạp nhưng từ khi dùng Samsung Not 9 mình không còn khái niệm đó nữa. Thực sự hài lòng với Not 9. Kể ra thì bỏ ra khoảng 30 triệu mua iphone xs max cũng không có nhiều điểm hơn not 9, thậm chí nhiều thứ còn yếu thế hơn. Tóm lại tôi thấy hài lòng.",5,Samsung Galaxy Note 9 128GB (No.00484676),230
451,Sử dụng mới hơn tháng nút nguồn đã muốn hư.bấm không còn nhạy nữa.,1,Samsung Galaxy Note 9 128GB (No.00484676),53
452,"mình muốn lên đời đổi iphone 5 cũ, nhưng iphone 5 do ko dùng quá lâu nên giờ không bật lên được nữa thì vậy nó có thuộc loại lỗi màn hình ko?",3,Samsung Galaxy Note 9 128GB (No.00484676),109
453,Minh co j7pro muốn lên đời thi Cruz co lấy lại ko nhii,4,Samsung Galaxy Note 9 128GB (No.00484676),42
454,Thanh toán bao nhiêu? Trả góp bao nhiêu 6 tháng hoặc 12 tháng là bao nhiêu tiền? cụ thể.,4,Samsung Galaxy Note 9 128GB (No.00484676),70
455,"Sử dụng đáng đồng tiền, đẹp, nhanh, pin 1 ngày vô tư. Độ bền thì chưa bàn.",5,Samsung Galaxy Note 9 128GB (No.00484676),58
456,Trên cả tuyệt vời của hãng samsung,5,Samsung Galaxy Note 9 128GB (No.00484676),33
457,Mình rất thích chiếc smartphone này,5,Samsung Galaxy Note 9 128GB (No.00484676),35
458,Quá tuyệt vời!👍,5,Samsung Galaxy Note 9 128GB (No.00484676),13
459,Mua trả thẳng được khuyến mại gì ko add,4,Samsung Galaxy Note 9 128GB (No.00484676),31
460,Cái mã giảm giá toàn dân dx áp dụng khi mua trả góp note 9 ko ạ,3,Samsung Galaxy Note 9 128GB (No.00484676),47
461,Cho e hỏi cái mã giảm giá ngày quốc khánh có dc cộng vào trả góp ko ạ,5,Samsung Galaxy Note 9 128GB (No.00484676),52
462,Pin khỏe hơn hẳn note 8 chụp ảnh cũng đẹp hơn nữa. Tuyệt vời 👍,5,Samsung Galaxy Note 9 128GB (No.00484676),48
463,Sảy sẽ watt sẽ o,2,Samsung Galaxy Note 9 128GB (No.00484676),12
464,Thủ tục trả góp như nào,5,Samsung Galaxy Note 9 128GB (No.00484676),18
465,mua cho doanh nhân thì good,4,Samsung Galaxy Note 9 128GB (No.00484676),22
466,Nó rất rất là tuyệt vời của hãng samsung này,5,Samsung Galaxy Note 9 128GB (No.00484676),44
467,Note 9 nó có trên cả tuyệt vời,5,Samsung Galaxy Note 9 128GB (No.00484676),28
468,Bắt wifi hơi yếu ạ,4,Samsung Galaxy J6 (2018) (No.00466377),14
469,"Mình mua được sáu tháng máy vẫn ổn, pin tốt, màn hình đẹp, chụp hình nét, cảm ứng mượt, tóm lại mọi thứ đều tốt. Cho5 sao",5,Samsung Galaxy J6 (2018) (No.00466377),95
470,Sam sung j6 chụp hình có nét ko ạ?,4,Samsung Galaxy J6 (2018) (No.00466377),31
471,"@Kim đạt Mình cũng bị như z nè, mình chỉ bạn cách này Khi bị như z bạn ắn nút tắt màn hìh r bất lại là ok à",1,Samsung Galaxy J6 (2018) (No.00466377),79
472,"Lỗi cảm ứng khi chơi liên quân, di chuyển ko dc, kéo di chuyển chạy được 1 đoạn lại dừng. Ai bị như vậy ko?",1,Samsung Galaxy J6 (2018) (No.00466377),83
473,"Mình vừa mua máy tại Fpt Phố Huế. Thấy bảo tặng bộ từ điển lạc việt là ntn ạ, em mang máy về có thấy gì đâu ạ",5,Samsung Galaxy J6 (2018) (No.00466377),82
474,Cau hinh thi ngon nhưng chơi game lien quân thi hơi kém,2,Samsung Galaxy J6 (2018) (No.00466377),44
475,"FPTShop giảm giá online chậm quá, mình mới mua J6 2018 online trên Nguyễn kim cách đây 1 tuần, giờ FPTS mới giảm, chậm quá, mình dùng với nhu cầu vừa phải, máy chạy tốt, pin bền, các cảm biến nhanh, chụp hình có flash hơi chậm.",4,Samsung Galaxy J6 (2018) (No.00466377),181
476,Ai muốn mua máy này chơi liên quân thì không nên. Máy hoạt động k mượt khi choi game,2,Samsung Galaxy J6 (2018) (No.00466377),66
477,Sao mua họ nói tặng 1phiếu mua hàng 500k mà sao ko thấy vậy,5,Samsung Galaxy J6 (2018) (No.00466377),46
478,Sao mình mua ngoài giảm 500k thì không thấy ai bảo được tặng quà đi kèm nhỉ,3,Samsung Galaxy J6 (2018) (No.00466377),59
479,Vì sao m đến fpt trả góp 0% mà k dc trợ giá. Và k dc tặng sim và cũng k dc khuyến mại gì,2,Samsung Galaxy J6 (2018) (No.00466377),64
480,Giới thiệu thì 4tr vào thì gần 5tr ?,1,Samsung Galaxy J6 (2018) (No.00466377),28
481,"Mình sẽ mua điện thoại này vào cuối năm, đang để dành tiền",4,Samsung Galaxy J6 (2018) (No.00466377),46
482,Máy sd cũng ok....chơi LQ thì ko nên mua j6.. hay bị lag nhẹ ở cấu hình thấp nhất !!!! Các tính năg còn lại ok..bluetooth khá chuẩn !!! bin ngon!!!,4,Samsung Galaxy J6 (2018) (No.00466377),117
483,"Hôm qua e có mua hàng ở biên hòa,nv dán cho e mặt trước và sau rất xấu và bị xước mặt sau. Như theo chương trình là giảm thẳng 500k và đc tặng 1 trong 2km.nhưng e chỉ đc lấy 500k thành phiếu mua hàng. Shop giải đáp giúp",2,Samsung Galaxy J6 (2018) (No.00466377),170
484,hom nay co khuyen mai gi cho j6 ko ạ,4,Samsung Galaxy J6 (2018) (No.00466377),27
485,Máy tốt trong tầm giá...sẽ sử dụng ss trong thời gian dài,5,Samsung Galaxy J6 (2018) (No.00466377),46
486,"Sử dụng tốt, nhanh rất thoải mái và đáp ứng đầy đủ những yêu cầu của người làm công tác văn phòng",5,Samsung Galaxy J6 (2018) (No.00466377),76
487,"Sử dụng tốt, nhanh rất thoải mái và đáp ứng đầy đủ những yêu cầu của người làm công tác văn phòng",5,Samsung Galaxy J6 (2018) (No.00466377),76
488,e muốn mua trả góp . có cmnd công chứng tại địa phương +SHK gốc có đc ko ạ,5,Samsung Galaxy J6 (2018) (No.00466377),66
489,"Mất time lắm. Lúc gọi điện tư vấn thì anh ơi,anh chỉ cần màng cmnd & sổ hk đến là dc! Đến lúc mang đến xong đòi bằng lx. Bảo là hk của a ko dc! Hộ khẩu ko = cái bằng lái xe. Vãi thật. Tốn công mất time ! Sang FE cho nhanh",1,Samsung Galaxy J6 (2018) (No.00466377),167
490,"Sử dụng tốt, nhanh rất thoải mái và đáp ứng đầy đủ những yêu cầu của người làm công tác văn phòng",5,Samsung Galaxy J6 (2018) (No.00466377),76
491,đẹp phụ hợp với kinh tế của mọi người,5,Samsung Galaxy J6 (2018) (No.00466377),29
492,Thích quá 😍😍😍😍😍,5,Samsung Galaxy J6 (2018) (No.00466377),13
493,Khá ổn load google hơi chậm,3,Samsung Galaxy J6 (2018) (No.00466377),22
494,Tại sao khi dùng wifi kết nối yếu cứ báo đợi mạng trong khi đt khác dùng bth,2,Samsung Galaxy J6 (2018) (No.00466377),59
495,Cho anh hỏi giá j6 là hơn 5 tr giảm trợ giá còn nhiêu tiền em,4,Samsung Galaxy J6 (2018) (No.00466377),46
496,máy dùng rất tốt và có cá chương trình khuyến mãi ok,5,Samsung Galaxy J6 (2018) (No.00466377),41
497,Cho em hỏi là nếu chọn km2 thì mua máy sẻ trừ thẳng 1tr4 đúng kh ạ? Níu trừ thì em mua trả góp thì sao ạ?,5,Samsung Galaxy J6 (2018) (No.00466377),79
498,Mua hôm nay ngày hôm sau quảng cáo giảm 500k ...hây buồn.,4,Samsung Galaxy J6 (2018) (No.00466377),46
499,Bo so tien 5t2 mua con nay chat lieu bang nhua.tù nó mua,1,Samsung Galaxy J6 (2018) (No.00466377),44
500,Tôi đã mua iphone 6 32gb đã được giảm ngay 800k,5,Samsung Galaxy J6 (2018) (No.00466377),37
501,Fptshop phục vụ nhiệt tình chuyên nghiệp Đáng đến mua vì có được sự tôn trọng khách hàng....,5,Samsung Galaxy J6 (2018) (No.00466377),75
502,Vì sao khi cập nhật android oreo 8.1.0 máy treo chạy không mượt cứ giật giật đơ luôn là bị gì vậy ad,5,Samsung Galaxy J7+ (No.00398983),78
503,Đã dùng 1 năm nay. Đến thời kì máy đơ.,3,Samsung Galaxy J7+ (No.00398983),29
504,1 triệu rưỡi có bán không ? Không bán thì cho 1 sao này. Giảm giá đi chứ.,1,Samsung Galaxy J7+ (No.00398983),56
505,"Chào ad, cho em hỏi máy của em hay bị rớt mạng ấy ạ ( vd chơi game tự nhiên nó hay bị rớt khoảng 10s sao mới kết nối lại được ) mạng nhà em không bị gì nhé, em cũng đã thử nhiều mạng khác và nó vẫn bị như thế. Cho em hỏi cách khắc phục ạ, cảm ơn ad",3,Samsung Galaxy J7+ (No.00398983),186
506,"Chào ad, cho em hỏi máy của em hay bị rớt mạng ấy ạ ( vd chơi game tự nhiên nó hay bị rớt khoảng 10s sao mới kết nối lại được ) mạng nhà em không bị gì nhé, em cũng đã thử nhiều mạng khác và nó vẫn bị như thế. Cho em hỏi cách khắc phục ạ, cảm ơn ad",3,Samsung Galaxy J7+ (No.00398983),186
507,cho mình hỏi thay màn hình samsung J7+ hết bao nhiêu tiền,1,Samsung Galaxy J7+ (No.00398983),46
508,mình mua được 3 tháng. dùng mới đầu bị đơ liên tục. mình có hỏi nhân viên tư vấn kỹ thuật thì được hướng dẫn là tắt nguồn rồi khởi động lại. rồi bây giờ tự dưng nó không lên luôn. không sử dụng được,1,Samsung Galaxy J7+ (No.00398983),154
509,"mua sản phẩm của FPT toàn hàng dởm, mua máy j7+ này của FPT từ tháng 12/2017 đến nay hỏng lần này là lần thứ 2 rồi đấy, thật sự quá chán với hàng của FPT, lần trước thỳ đang dùng tự nhiên máy bị tràn mực nhòe hết màn hình, lần này thỳ đang mở mật khẩu tự nhiên bị đơ máy luôn. hazzz",1,Samsung Galaxy J7+ (No.00398983),218
510,Mình có J7 giờ cài đặt lại mà ko nhớ tên đăng nhập và pass .Shop có thể cài đặt lại được ko vậy.máy mình mua o Fpt,5,Samsung Galaxy J7+ (No.00398983),87
511,"Đã mua 25/12/2017 khi đó giá 8m7 dùng đến giờ gần đc 1 năm rồi xin có đôi lời nhận xét. Máy quá kém so với số tiền bỏ ra, vân tay đc một thời gian ngắn là hết dùng đc. Với giá tiền này có thể mua nhiều máy ngon hơn rất nhiều. Tôi sai lầm khi mua j7+",1,Samsung Galaxy J7+ (No.00398983),190
512,"Mua được 1 tháng, mình có đôi chút cảm nhận: Màn hình cực nét, tấm nền Samoled làm màn hình cực nịnh mắt Máy rất mượt, rất ít hiện tượng lag giật, đa nhiệm tốt Camera thì khỏi chê, ảo lung linh, vẫn hy vọng bản cập nhật tới samsung sẽ add thêm tính năng Bokeh như S9+ và A6+ Mình vẫn hy vọng pin máy sẽ cao hơn, ít ra là nhỉnh hơn 300 mAh như J7 prime, như bản khác là C8 cũng như J7+ pin cũng chỉ có 2800 mAh, nhưng cũng đủ dùng cho mình được 1 ngày rưỡi! Xài 4G onscreen 6 tiếng, wifi tầm 8 - 9 tiếng. 15% đầu tụt hơi nhanh nhưng phần trăm pin cuối tụt rất lâu. Để qua đêm tụt rất ít và có hôm không tụt tí nào. Thiết kế máy khá mỏng, kính cường lực chống trầy tốt, dễ lau sạch, loa hơi nhỏ một chút nhưng không vấn đề, sóng 4G, wifi mạnh. Như máy này có phiên bản 64GB và có máy màu hồng, sẽ tuyệt hơn nếu fpt có bán phiên bản này!! Nhân viên thân thiện, cởi mở, nhiệt tình hướng dẫn! Nói chung là mọi thứ đều rất ổn, rất đáng tiền bỏ ra!",5,Samsung Galaxy J7+ (No.00398983),730
513,Trợ giá cho samsung là dc giảm thêm tiền ak,5,Samsung Galaxy J7+ (No.00398983),34
514,Sản phẩm này chính hãng phải không shop,5,Samsung Galaxy J7+ (No.00398983),32
515,Nhanh và mượt,5,Samsung Galaxy J7+ (No.00398983),11
516,"Mọi người mua chú ý là đươc giảm thẳng 500.000 vào sản phẩm nha. Như hôm trước mình mua, nhân viên tư vấn tại FPT Bình Phú Thạch Thất, Hà Nội lại tư vấn chỉ được dùng tiền đó mua phụ kiện của shop.",3,Samsung Galaxy J7+ (No.00398983),154
517,Tại sao camera dt này ở thế giới di động là 13mp và 5mp.. sao shop mình chỉ là 12mp và 5mp??,3,Samsung Galaxy J7+ (No.00398983),71
518,Tại sao camera dt này ở thế giới di động là 13mp và 5mp.. sao shop mình chỉ là 12mp và 5mp??,3,Samsung Galaxy J7+ (No.00398983),71
519,"Sau 3 ngày sử dụng. Máy chạy tốt, chơi liên quân không nóng máy khi dùng lâu, pin ổn, game tầm như lq không giật lag, đồ họa ok. Cmr chụp hình đẹp, ảo như 360. 🤣🤣. Chỉ có 1 điểm mới phát hiện ra là bắt sóng yếu hơn (so với việc ở chỗ mình. Vina 1 cột sóng ở máy oppo, nhưng j7 ko cột nào). Vân tay nhạy. Nói chung cảm thấy hài lòng so với lần đầu dùng samsung... giá hơi cao so với các máy khác cùng cấu hình. Nhưng bù lại bởi cái cmr nên không ảnh hưởng. Tks fpt.",4,Samsung Galaxy J7+ (No.00398983),359
520,Nên cs nhiều màu hơn để lựa chọn,4,Samsung Galaxy J7+ (No.00398983),30
521,"Dkm. Ko biết ai sài ntn chứ mình ms mua mà cảm ứng như shit. Load game... fb, youtub.. nói chung chạy châm như rùa bò. Chỉ đc cái vẽ bề ngoài.",1,Samsung Galaxy J7+ (No.00398983),111
522,Cho e hỏi phím home cảm biến vân tay mà sao k cảm biến nữa z tự nhiên bị z à làm sao cho hết ạ,3,Samsung Galaxy J7+ (No.00398983),69
523,Mua tra gop the bao vay,5,Samsung Galaxy J7+ (No.00398983),18
524,"Đay là một sản phẩm có tốt trong tầm giá. Với màn hình full Hd cùng với chế độ super Amoled cho chúng ta một trải nghiệm tuyệt vời trong kích thước 5,5 inches. J7+ cho chúng ta camera kép xóa phông chuyên nghiệp.Pin 3000mAh là đủ đri với một người như tôi. Và nhân viên fpt rất nhiệt tình.(trải nghiệm sau 3 tháng sử dụng",5,Samsung Galaxy J7+ (No.00398983),256
525,Muốn mua lắm r,5,Samsung Galaxy J7+ (No.00398983),11
526,"Ban đầu thì máy dùng rất ok nhưng càng về sau thấy máy càng chậm, không tắt được tiếng Camera (cái này có thể do mình chưa biết tắt), vân tay đôi lúc không hoạt động khi màn hình tắt. mình mua khi máy còn giá 8m7. :(",4,Samsung Galaxy J7+ (No.00398983),169
527,Sản phẩm tầm trung như thế này là quá tuyệt vời r...,4,Samsung Galaxy J7+ (No.00398983),41
528,Camera sau 13 mà QTV,2,Samsung Galaxy J7+ (No.00398983),16
529,Cho em hỏi gói km1 khi mua cùng gói cước vnm thì là mua sim bao nhiêu ạ,4,Samsung Galaxy J7+ (No.00398983),54
530,Pin tụt nhanh. Camera sau chụp ko sắc nét. Màn hình ko sắc nét bằng tấm nền IPS LCD. Mọi thứ khác đều ổn.,3,Samsung Galaxy J7+ (No.00398983),82
531,Máy nào bảo hành bao nhiêu ngày hả bạn?,4,Samsung Galaxy J7+ (No.00398983),31
532,mua tra gop xo duoc su dung mã khuyen mai k,5,Samsung Galaxy J7+ (No.00398983),33
533,Cho mình hỏi mình muốn mua trả góp trả trước 4 triệu thì phải trả mỗi tháng bao nhiêu trong mấy tháng.,5,Samsung Galaxy J7+ (No.00398983),81
534,Tot gia hop li,5,Samsung Galaxy J7+ (No.00398983),11
535,thực sự là cũng xài đươc nhưng theo mình thì không nên,1,Samsung Galaxy J7+ (No.00398983),43
536,"Máy thuuocj tầm trung, xài bình thường. Phải có mẹo mới đổi được máy. Mua máy lúc km, hết km đổi máy khác, máy xài tạm ổn. 1 ngày rưỡi thoải mái luôn.",3,Samsung Galaxy J7+ (No.00398983),118
537,Hơi có đỗ trễ,1,Samsung Galaxy J7+ (No.00398983),10
538,Sản phẩm này ok mượt game tốt âm thanh loa ngoài hay nghe nhạc bằng phone iphone hay hết sẩy mình mới mua nhân viên nhiệt tình dt,5,Samsung Galaxy J7+ (No.00398983),102
539,Mình thấy pin xài cũng tạm. Tầm 24 tiếng cho lướt web xem.phim nghe nhạc có khi hơn. Nhưng 15% pin đầu hay tụt nhanh,3,Samsung Galaxy J7+ (No.00398983),92
540,Pin hơi tụt nhanh! Còn lại đều ok cả,4,Samsung Galaxy J7+ (No.00398983),28
541,Mọi thứ cũng ok!,4,Samsung Galaxy J7+ (No.00398983),13
542,"đt sài tạm. nhận máy in rồi nhưng in ảnh bằng giấy in ảnh thì tông màu đen ko bám, chỉ cần chạm tay lau nhẹ là màu đen bay mất, chán thiệt!!",2,Samsung Galaxy J7+ (No.00398983),108
543,Mua tra gop co duoc bot 1 trieu khong shop nhỉ,3,Samsung Galaxy J7+ (No.00398983),36
544,"Cam on fpt shop o nguyen hue, Cao lanh da ho tro minh nhiet tinh. Da nhan may in. Xai rat ok. Con j7 + thi xai tot.",4,Samsung Galaxy J7+ (No.00398983),88
545,"Mình đã xài máy dc 1 tuần rồi và cảm thấy k hài lòng lắm, lâu lâu vào ứng dụng thì bị đơ máy, phải khởi động lại, pin sạc đến 100 vẫn k báo đầy, phím tăng âm lượng đôi khi bấm vào nó k hiện lên, mình đag tính dùng thêm vài ngày nữa để xem như nào rồi đổi quá (",3,Samsung Galaxy J7+ (No.00398983),197
546,"Cá nhân mình thấy máy ưu điểm là cầm rất sướng tay, bề ngoài nhìn cũng sang nữa, chạy nhanh, mượt, chụp ảnh sắc nét phần xóa phông thì chỉ được một phần thôi chơ cũng hoàn hảo lắm, còn về pin thì tùy mỗi người dùng nhiều hay ít thôi riêng mình dùng cũng thoải mái mà được gần 2 ngày. Còn mình chỉ không thích phần âm thanh của máy nghe nhạc chẳng hay và nghe điện thoại đôi khi cũng bị nhỏ nữa. Chỉ có vậy thôi.",4,Samsung Galaxy J7+ (No.00398983),322
547,K có gì nổi trội,1,Samsung Galaxy J7+ (No.00398983),12
548,Nge mọi người nói pin ko đk tốt cho lắm,3,Samsung Galaxy J7+ (No.00398983),30
549,Nge mọi người nói pin ko đk tốt cho lắm,3,Samsung Galaxy J7+ (No.00398983),30
550,"J7 Plus mới 100% fullbox BH TGDĐ 23.10.2018 chưa sử dụng, còn 1 đổi 1 3 tuần - 7000k - HCM :) 0984 713 083",5,Samsung Galaxy J7+ (No.00398983),82
551,Kj llzZnkkhê,5,Samsung Galaxy J7+ (No.00398983),11
552,Kj llzZnkkhê,5,Samsung Galaxy J7+ (No.00398983),11
553,Mình thích máy. Nó đẹp. Pin 3000 dùng ok mà. Để cả ngày nghe gọi hao 10% à. Chip này cũng mạnh rồi 😉,5,Samsung Galaxy J7+ (No.00398983),77
554,Ngon. 2 camera sau luôn! Chả nhẽ lại bán J7 prime đi.,5,Samsung Galaxy J7+ (No.00398983),42
555,Pin mau tụt là yếu điểm nhất của mình. Máy này có ưu điểm là sử dụng Android 7 và camera có chức năng xoá phòng. Các bạn nên cân nhắc khi mua.,1,Samsung Galaxy J7+ (No.00398983),110
556,DANG PHAN VAN J7 PLUS HAY IPHON,2,Samsung Galaxy J7+ (No.00398983),25
557,Ai xài j7 plus rồi cho em ý kiến với.,3,Samsung Galaxy J7+ (No.00398983),28
558,Sụt pin nhanh dã man. Làm tnao đc nhỉ. Vẫn thíc dùng j7prime,3,Samsung Galaxy J7+ (No.00398983),48
559,"J7 plus nay xai nếu đem so vơi j7 prim thì chỉ 1 từ "" nản"" chẳng có j ngòai có cái camera chup xóa phông còn lai thua xa đàn a j7 prim.pin thi khỏi nói ngày nào cũng sạc đáng nói là ko xài ma cũng phải sạc pin tụt nhanh quá.mang ra shop kt thì chỉ nói do ứng dụng chay ngầm nên kéo pin tụt rồi xong ko thì để đt lai ""chờ"" gửi vê cty 5 - 7 ngày j đó kt nửa thì mới đc..nói chung là còn lâu mới đổi ..vòng vòng hết tháng rồi xong..đã mãng nhiệm kỳ đổi trả jơ chỉ có bán lại thôi..",2,Samsung Galaxy J7+ (No.00398983),365
560,"Sau vài ngày sử dụng mình thấy máy mau hết pin , dung lượng pin nên cao một chút khoảng 3600 là ok, pin 3000 hơi yếu không thể trải nghiệm hết những tính năng , nếu cài game nữa thì không đáp ứng nổi phải có cục sạc dự phòng.",3,Samsung Galaxy J7+ (No.00398983),175
561,"Pin nhanh hết kinh khủng. Sạc đầy 6h tối đế 9h tối còn 72% mặc dù rất ít xài, chỉ lướt face, zalo. Mình ko chơi game, máy ko tải 1 game nào thế mà mới Chỉ lướt face ko đụng game mà đôi khi còn bị đơ, zalo cũng bị đơ có khi ko gọi đc. Chế độ siêu tiết kiệm pin cũng như vậy, ko tiết kiệm đc gì nhiều cả chỉ thấy bất tiện hơn. Với tầm giá gần 9tr quả thật ko đáng, mới mua mà thiệt là chán nản.",1,Samsung Galaxy J7+ (No.00398983),299
562,Sao samsung note 8 chưa giãm giá nữa vậy .,3,Samsung Galaxy Note 8 (No.00420031),33
563,Sao samsung note 8 chưa giãm giá nữa vậy .,3,Samsung Galaxy Note 8 (No.00420031),33
564,"Cho mình hỏi là, trả qua thẻ tín dụng thì 0% vậy nếu trả qua thẻ ngân hàng có đc k vậy",5,Samsung Galaxy Note 8 (No.00420031),65
565,Tuyet voi samsung oi,5,Samsung Galaxy Note 8 (No.00420031),17
566,Không biết bao giờ thì con này giảm còn 5tr nhỉ?,4,Samsung Galaxy Note 8 (No.00420031),38
567,nhin mê qua chừng,5,Samsung Galaxy Note 8 (No.00420031),14
568,Bởi z mình thích đt samsung hơn là của ios iphone xài tù túng khó chịu ko thể tả đc. Cám ơn samsung đã tạo ra sản phẩm tuyệt vời như thế này mãi yêu samsung😍😍😍😍,5,Samsung Galaxy Note 8 (No.00420031),125
569,"Sau hơn 3 tháng sử dụng tôi thấy thật tuyệt vời. Note 8 đúng là flagsip cao cấp đáng đồng tiền bát gạo: màn hình đẹp, camera quá đỉnh, bút spen tận dụng, máy mượt mà...",5,Samsung Galaxy Note 8 (No.00420031),133
570,Mình thấy nó đẹp hơn Samsung galaxy s8 và các tỉnh mới là cái nâng cấp đáng giá,5,Samsung Galaxy Note 8 (No.00420031),62
571,Note 8 này có phím tắt nhanh trên màn hinh ko . Chỉ minh cách cài đặt với,5,Samsung Galaxy Note 8 (No.00420031),56
572,Tuyệt cú mèo!,5,Samsung Galaxy Note 8 (No.00420031),11
573,Một Siêu phẩm!,5,Samsung Galaxy Note 8 (No.00420031),12
574,"Mới mua được 1 tháng hư tùm lum, đi tới lui Shop 3-4 lần giờ để bảo hành, chán. Biết vậy mua iPhon",2,Samsung Galaxy Note 8 (No.00420031),76
575,AD cho em hỏi lỗi k hiển thị người gọi đến phải mở khóa màn hình mới biết được ai gọi tới hiện tượng trên là bị sao ạ và cách khắc phục như thế nào Cám ơn AD,3,Samsung Galaxy Note 8 (No.00420031),119
576,Lâu lâu cũng bị lỗi định dạng phông chữ và không bỏ dấu được phải khởi động lại còn lại thấy cũng ok,5,Samsung Galaxy Note 8 (No.00420031),78
577,Anh có máy nào dưới 3 triệu không anh,5,Samsung Galaxy Note 8 (No.00420031),29
578,Dt mua 2ngay roi ma chua them kich hoat bao hanh. Goi len td thi gap thang nv noi chuyen bo lao.,1,Samsung Galaxy Note 8 (No.00420031),75
579,Tai nghe akg có giá chính hãng là bao nhiêu ad,5,Samsung Galaxy Note 8 (No.00420031),36
580,shop ơi shop kiểm tra dúp em chi nhánh phổ yên- thái nguyên còn note8 cũ k ạ sdt mk đây ạ mong dc ad tư vấn 0886132983,5,Samsung Galaxy Note 8 (No.00420031),91
581,toi thich sang pham nay duoc lam,5,Samsung Galaxy Note 8 (No.00420031),26
582,Sim vietnam mobile đó số tự chọn hay ngẫu nhiên vậy qtv? Nếu 1 tháng mình dùng ko hết 888 000d có được ko?,4,Samsung Galaxy Note 8 (No.00420031),83
583,Minh mua dc 3 may note 8 full mau luon cam thay may dep cau hinh tam chap nhan con thua con iphone x tinh tuan sau quat luon con iphone x nua de xai cho no oach note 8 cho ba me hai con con mot con xai bo tui mat cong ra duong cuop no thay tao la no cuop ghe lam uk ma quen nhan vien fpt shop nhiet tinh lam co chi nhan vien ten Thao tu van nhiet tinh vui ve lam minh cam on fpt shop nhieu nha,5,Samsung Galaxy Note 8 (No.00420031),300
584,"Mọi thứ rất tuyệt! Hơn hẳn iphone 6,7 Nhìu thứ để khám phá trên con note8. Mua về xài k hề hối hận tí nào. Pin nên sac 3 lần đầu 8 tiếng để pin tốt hơn. Minh xài thay pin trâu dù ứng dụng khá nhìu. #Fpt phú tân,phú khương,bến tre nhân viên Lợi và các a chị trong đó nhiêt tình vui vẻ tư vấn. Chăm sóc khách hàng tốt. Kể cả chú bao vệ củng vui tính. Ai có mua dt thì qua FPT mua NHIET TÌNH hơn TGDĐ nhiều. Op lưng phu kiên củng rẻ hơn tí á.",5,Samsung Galaxy Note 8 (No.00420031),338
585,"Đã lướt thử tại shop, nhìn em nó mà nhỏ dãi! Hehe!",5,Samsung Galaxy Note 8 (No.00420031),39
586,Tìm thể lệ đăng ký mà hok thấy đâu. Mất thời gian quá,1,Samsung Galaxy Note 8 (No.00420031),41
587,May mắn mua được giảm 2tr. Máy ok.,4,Samsung Galaxy Note 8 (No.00420031),27
588,Tuyệt vời với Galaxy Note8,5,Samsung Galaxy Note 8 (No.00420031),22
