,Review,Rate,Device,Review_length
565,"Sử dụng tốt, nhanh rất thoải mái và đáp ứng đầy đủ những yêu cầu của người làm công tác văn phòng",5,Samsung Galaxy J6 (2018) (No.00466377),76
566,"Sử dụng tốt, nhanh rất thoải mái và đáp ứng đầy đủ những yêu cầu của người làm công tác văn phòng",5,Samsung Galaxy J6 (2018) (No.00466377),76
567,e muốn mua trả góp . có cmnd công chứng tại địa phương +SHK gốc có đc ko ạ,5,Samsung Galaxy J6 (2018) (No.00466377),66
568,"Mất time lắm. Lúc gọi điện tư vấn thì anh ơi,anh chỉ cần màng cmnd & sổ hk đến là dc! Đến lúc mang đến xong đòi bằng lx. Bảo là hk của a ko dc! Hộ khẩu ko = cái bằng lái xe. Vãi thật. Tốn công mất time ! Sang FE cho nhanh",1,Samsung Galaxy J6 (2018) (No.00466377),167
569,"Sử dụng tốt, nhanh rất thoải mái và đáp ứng đầy đủ những yêu cầu của người làm công tác văn phòng",5,Samsung Galaxy J6 (2018) (No.00466377),76
570,đẹp phụ hợp với kinh tế của mọi người,5,Samsung Galaxy J6 (2018) (No.00466377),29
571,Thích quá 😍😍😍😍😍,5,Samsung Galaxy J6 (2018) (No.00466377),13
572,Khá ổn load google hơi chậm,3,Samsung Galaxy J6 (2018) (No.00466377),22
573,Tại sao khi dùng wifi kết nối yếu cứ báo đợi mạng trong khi đt khác dùng bth,2,Samsung Galaxy J6 (2018) (No.00466377),59
574,Cho anh hỏi giá j6 là hơn 5 tr giảm trợ giá còn nhiêu tiền em,4,Samsung Galaxy J6 (2018) (No.00466377),46
575,máy dùng rất tốt và có cá chương trình khuyến mãi ok,5,Samsung Galaxy J6 (2018) (No.00466377),41
576,Cho em hỏi là nếu chọn km2 thì mua máy sẻ trừ thẳng 1tr4 đúng kh ạ? Níu trừ thì em mua trả góp thì sao ạ?,5,Samsung Galaxy J6 (2018) (No.00466377),79
577,Mua hôm nay ngày hôm sau quảng cáo giảm 500k ...hây buồn.,4,Samsung Galaxy J6 (2018) (No.00466377),46
578,Bo so tien 5t2 mua con nay chat lieu bang nhua.tù nó mua,1,Samsung Galaxy J6 (2018) (No.00466377),44
579,Tôi đã mua iphone 6 32gb đã được giảm ngay 800k,5,Samsung Galaxy J6 (2018) (No.00466377),37
580,Fptshop phục vụ nhiệt tình chuyên nghiệp Đáng đến mua vì có được sự tôn trọng khách hàng....,5,Samsung Galaxy J6 (2018) (No.00466377),75
581,Vì sao khi cập nhật android oreo 8.1.0 máy treo chạy không mượt cứ giật giật đơ luôn là bị gì vậy ad,5,Samsung Galaxy J7+ (No.00398983),78
582,Đã dùng 1 năm nay. Đến thời kì máy đơ.,3,Samsung Galaxy J7+ (No.00398983),29
583,1 triệu rưỡi có bán không ? Không bán thì cho 1 sao này. Giảm giá đi chứ.,1,Samsung Galaxy J7+ (No.00398983),56
584,"Chào ad, cho em hỏi máy của em hay bị rớt mạng ấy ạ ( vd chơi game tự nhiên nó hay bị rớt khoảng 10s sao mới kết nối lại được ) mạng nhà em không bị gì nhé, em cũng đã thử nhiều mạng khác và nó vẫn bị như thế. Cho em hỏi cách khắc phục ạ, cảm ơn ad",3,Samsung Galaxy J7+ (No.00398983),186
585,"Chào ad, cho em hỏi máy của em hay bị rớt mạng ấy ạ ( vd chơi game tự nhiên nó hay bị rớt khoảng 10s sao mới kết nối lại được ) mạng nhà em không bị gì nhé, em cũng đã thử nhiều mạng khác và nó vẫn bị như thế. Cho em hỏi cách khắc phục ạ, cảm ơn ad",3,Samsung Galaxy J7+ (No.00398983),186
586,cho mình hỏi thay màn hình samsung J7+ hết bao nhiêu tiền,1,Samsung Galaxy J7+ (No.00398983),46
587,mình mua được 3 tháng. dùng mới đầu bị đơ liên tục. mình có hỏi nhân viên tư vấn kỹ thuật thì được hướng dẫn là tắt nguồn rồi khởi động lại. rồi bây giờ tự dưng nó không lên luôn. không sử dụng được,1,Samsung Galaxy J7+ (No.00398983),154
588,"mua sản phẩm của FPT toàn hàng dởm, mua máy j7+ này của FPT từ tháng 12/2017 đến nay hỏng lần này là lần thứ 2 rồi đấy, thật sự quá chán với hàng của FPT, lần trước thỳ đang dùng tự nhiên máy bị tràn mực nhòe hết màn hình, lần này thỳ đang mở mật khẩu tự nhiên bị đơ máy luôn. hazzz",1,Samsung Galaxy J7+ (No.00398983),218
589,Mình có J7 giờ cài đặt lại mà ko nhớ tên đăng nhập và pass .Shop có thể cài đặt lại được ko vậy.máy mình mua o Fpt,5,Samsung Galaxy J7+ (No.00398983),87
590,"Đã mua 25/12/2017 khi đó giá 8m7 dùng đến giờ gần đc 1 năm rồi xin có đôi lời nhận xét. Máy quá kém so với số tiền bỏ ra, vân tay đc một thời gian ngắn là hết dùng đc. Với giá tiền này có thể mua nhiều máy ngon hơn rất nhiều. Tôi sai lầm khi mua j7+",1,Samsung Galaxy J7+ (No.00398983),190
591,"Mua được 1 tháng, mình có đôi chút cảm nhận: Màn hình cực nét, tấm nền Samoled làm màn hình cực nịnh mắt Máy rất mượt, rất ít hiện tượng lag giật, đa nhiệm tốt Camera thì khỏi chê, ảo lung linh, vẫn hy vọng bản cập nhật tới samsung sẽ add thêm tính năng Bokeh như S9+ và A6+ Mình vẫn hy vọng pin máy sẽ cao hơn, ít ra là nhỉnh hơn 300 mAh như J7 prime, như bản khác là C8 cũng như J7+ pin cũng chỉ có 2800 mAh, nhưng cũng đủ dùng cho mình được 1 ngày rưỡi! Xài 4G onscreen 6 tiếng, wifi tầm 8 - 9 tiếng. 15% đầu tụt hơi nhanh nhưng phần trăm pin cuối tụt rất lâu. Để qua đêm tụt rất ít và có hôm không tụt tí nào. Thiết kế máy khá mỏng, kính cường lực chống trầy tốt, dễ lau sạch, loa hơi nhỏ một chút nhưng không vấn đề, sóng 4G, wifi mạnh. Như máy này có phiên bản 64GB và có máy màu hồng, sẽ tuyệt hơn nếu fpt có bán phiên bản này!! Nhân viên thân thiện, cởi mở, nhiệt tình hướng dẫn! Nói chung là mọi thứ đều rất ổn, rất đáng tiền bỏ ra!",5,Samsung Galaxy J7+ (No.00398983),730
592,Trợ giá cho samsung là dc giảm thêm tiền ak,5,Samsung Galaxy J7+ (No.00398983),34
593,Sản phẩm này chính hãng phải không shop,5,Samsung Galaxy J7+ (No.00398983),32
594,Nhanh và mượt,5,Samsung Galaxy J7+ (No.00398983),11
595,"Mọi người mua chú ý là đươc giảm thẳng 500.000 vào sản phẩm nha. Như hôm trước mình mua, nhân viên tư vấn tại FPT Bình Phú Thạch Thất, Hà Nội lại tư vấn chỉ được dùng tiền đó mua phụ kiện của shop.",3,Samsung Galaxy J7+ (No.00398983),154
596,Tại sao camera dt này ở thế giới di động là 13mp và 5mp.. sao shop mình chỉ là 12mp và 5mp??,3,Samsung Galaxy J7+ (No.00398983),71
597,Tại sao camera dt này ở thế giới di động là 13mp và 5mp.. sao shop mình chỉ là 12mp và 5mp??,3,Samsung Galaxy J7+ (No.00398983),71
598,"Sau 3 ngày sử dụng. Máy chạy tốt, chơi liên quân không nóng máy khi dùng lâu, pin ổn, game tầm như lq không giật lag, đồ họa ok. Cmr chụp hình đẹp, ảo như 360. 🤣🤣. Chỉ có 1 điểm mới phát hiện ra là bắt sóng yếu hơn (so với việc ở chỗ mình. Vina 1 cột sóng ở máy oppo, nhưng j7 ko cột nào). Vân tay nhạy. Nói chung cảm thấy hài lòng so với lần đầu dùng samsung... giá hơi cao so với các máy khác cùng cấu hình. Nhưng bù lại bởi cái cmr nên không ảnh hưởng. Tks fpt.",4,Samsung Galaxy J7+ (No.00398983),359
599,Nên cs nhiều màu hơn để lựa chọn,4,Samsung Galaxy J7+ (No.00398983),30
600,"Dkm. Ko biết ai sài ntn chứ mình ms mua mà cảm ứng như shit. Load game... fb, youtub.. nói chung chạy châm như rùa bò. Chỉ đc cái vẽ bề ngoài.",1,Samsung Galaxy J7+ (No.00398983),111
601,Cho e hỏi phím home cảm biến vân tay mà sao k cảm biến nữa z tự nhiên bị z à làm sao cho hết ạ,3,Samsung Galaxy J7+ (No.00398983),69
602,Mua tra gop the bao vay,5,Samsung Galaxy J7+ (No.00398983),18
603,"Đay là một sản phẩm có tốt trong tầm giá. Với màn hình full Hd cùng với chế độ super Amoled cho chúng ta một trải nghiệm tuyệt vời trong kích thước 5,5 inches. J7+ cho chúng ta camera kép xóa phông chuyên nghiệp.Pin 3000mAh là đủ đri với một người như tôi. Và nhân viên fpt rất nhiệt tình.(trải nghiệm sau 3 tháng sử dụng",5,Samsung Galaxy J7+ (No.00398983),256
604,Muốn mua lắm r,5,Samsung Galaxy J7+ (No.00398983),11
605,"Ban đầu thì máy dùng rất ok nhưng càng về sau thấy máy càng chậm, không tắt được tiếng Camera (cái này có thể do mình chưa biết tắt), vân tay đôi lúc không hoạt động khi màn hình tắt. mình mua khi máy còn giá 8m7. :(",4,Samsung Galaxy J7+ (No.00398983),169
606,Sản phẩm tầm trung như thế này là quá tuyệt vời r...,4,Samsung Galaxy J7+ (No.00398983),41
607,Camera sau 13 mà QTV,2,Samsung Galaxy J7+ (No.00398983),16
608,Cho em hỏi gói km1 khi mua cùng gói cước vnm thì là mua sim bao nhiêu ạ,4,Samsung Galaxy J7+ (No.00398983),54
609,Pin tụt nhanh. Camera sau chụp ko sắc nét. Màn hình ko sắc nét bằng tấm nền IPS LCD. Mọi thứ khác đều ổn.,3,Samsung Galaxy J7+ (No.00398983),82
610,Máy nào bảo hành bao nhiêu ngày hả bạn?,4,Samsung Galaxy J7+ (No.00398983),31
611,mua tra gop xo duoc su dung mã khuyen mai k,5,Samsung Galaxy J7+ (No.00398983),33
612,Cho mình hỏi mình muốn mua trả góp trả trước 4 triệu thì phải trả mỗi tháng bao nhiêu trong mấy tháng.,5,Samsung Galaxy J7+ (No.00398983),81
613,Tot gia hop li,5,Samsung Galaxy J7+ (No.00398983),11
614,thực sự là cũng xài đươc nhưng theo mình thì không nên,1,Samsung Galaxy J7+ (No.00398983),43
615,"Máy thuuocj tầm trung, xài bình thường. Phải có mẹo mới đổi được máy. Mua máy lúc km, hết km đổi máy khác, máy xài tạm ổn. 1 ngày rưỡi thoải mái luôn.",3,Samsung Galaxy J7+ (No.00398983),118
616,Hơi có đỗ trễ,1,Samsung Galaxy J7+ (No.00398983),10
617,Sản phẩm này ok mượt game tốt âm thanh loa ngoài hay nghe nhạc bằng phone iphone hay hết sẩy mình mới mua nhân viên nhiệt tình dt,5,Samsung Galaxy J7+ (No.00398983),102
618,Mình thấy pin xài cũng tạm. Tầm 24 tiếng cho lướt web xem.phim nghe nhạc có khi hơn. Nhưng 15% pin đầu hay tụt nhanh,3,Samsung Galaxy J7+ (No.00398983),92
619,Pin hơi tụt nhanh! Còn lại đều ok cả,4,Samsung Galaxy J7+ (No.00398983),28
620,Mọi thứ cũng ok!,4,Samsung Galaxy J7+ (No.00398983),13
621,"đt sài tạm. nhận máy in rồi nhưng in ảnh bằng giấy in ảnh thì tông màu đen ko bám, chỉ cần chạm tay lau nhẹ là màu đen bay mất, chán thiệt!!",2,Samsung Galaxy J7+ (No.00398983),108
622,Mua tra gop co duoc bot 1 trieu khong shop nhỉ,3,Samsung Galaxy J7+ (No.00398983),36
623,"Cam on fpt shop o nguyen hue, Cao lanh da ho tro minh nhiet tinh. Da nhan may in. Xai rat ok. Con j7 + thi xai tot.",4,Samsung Galaxy J7+ (No.00398983),88
624,"Mình đã xài máy dc 1 tuần rồi và cảm thấy k hài lòng lắm, lâu lâu vào ứng dụng thì bị đơ máy, phải khởi động lại, pin sạc đến 100 vẫn k báo đầy, phím tăng âm lượng đôi khi bấm vào nó k hiện lên, mình đag tính dùng thêm vài ngày nữa để xem như nào rồi đổi quá (",3,Samsung Galaxy J7+ (No.00398983),197
625,"Cá nhân mình thấy máy ưu điểm là cầm rất sướng tay, bề ngoài nhìn cũng sang nữa, chạy nhanh, mượt, chụp ảnh sắc nét phần xóa phông thì chỉ được một phần thôi chơ cũng hoàn hảo lắm, còn về pin thì tùy mỗi người dùng nhiều hay ít thôi riêng mình dùng cũng thoải mái mà được gần 2 ngày. Còn mình chỉ không thích phần âm thanh của máy nghe nhạc chẳng hay và nghe điện thoại đôi khi cũng bị nhỏ nữa. Chỉ có vậy thôi.",4,Samsung Galaxy J7+ (No.00398983),322
626,K có gì nổi trội,1,Samsung Galaxy J7+ (No.00398983),12
627,Nge mọi người nói pin ko đk tốt cho lắm,3,Samsung Galaxy J7+ (No.00398983),30
628,Nge mọi người nói pin ko đk tốt cho lắm,3,Samsung Galaxy J7+ (No.00398983),30
629,"J7 Plus mới 100% fullbox BH TGDĐ 23.10.2018 chưa sử dụng, còn 1 đổi 1 3 tuần - 7000k - HCM :) 0984 713 083",5,Samsung Galaxy J7+ (No.00398983),82
630,Kj llzZnkkhê,5,Samsung Galaxy J7+ (No.00398983),11
631,Kj llzZnkkhê,5,Samsung Galaxy J7+ (No.00398983),11
632,Mình thích máy. Nó đẹp. Pin 3000 dùng ok mà. Để cả ngày nghe gọi hao 10% à. Chip này cũng mạnh rồi 😉,5,Samsung Galaxy J7+ (No.00398983),77
633,Ngon. 2 camera sau luôn! Chả nhẽ lại bán J7 prime đi.,5,Samsung Galaxy J7+ (No.00398983),42
634,Pin mau tụt là yếu điểm nhất của mình. Máy này có ưu điểm là sử dụng Android 7 và camera có chức năng xoá phòng. Các bạn nên cân nhắc khi mua.,1,Samsung Galaxy J7+ (No.00398983),110
635,DANG PHAN VAN J7 PLUS HAY IPHON,2,Samsung Galaxy J7+ (No.00398983),25
636,Ai xài j7 plus rồi cho em ý kiến với.,3,Samsung Galaxy J7+ (No.00398983),28
637,Sụt pin nhanh dã man. Làm tnao đc nhỉ. Vẫn thíc dùng j7prime,3,Samsung Galaxy J7+ (No.00398983),48
638,"J7 plus nay xai nếu đem so vơi j7 prim thì chỉ 1 từ "" nản"" chẳng có j ngòai có cái camera chup xóa phông còn lai thua xa đàn a j7 prim.pin thi khỏi nói ngày nào cũng sạc đáng nói là ko xài ma cũng phải sạc pin tụt nhanh quá.mang ra shop kt thì chỉ nói do ứng dụng chay ngầm nên kéo pin tụt rồi xong ko thì để đt lai ""chờ"" gửi vê cty 5 - 7 ngày j đó kt nửa thì mới đc..nói chung là còn lâu mới đổi ..vòng vòng hết tháng rồi xong..đã mãng nhiệm kỳ đổi trả jơ chỉ có bán lại thôi..",2,Samsung Galaxy J7+ (No.00398983),365
639,"Sau vài ngày sử dụng mình thấy máy mau hết pin , dung lượng pin nên cao một chút khoảng 3600 là ok, pin 3000 hơi yếu không thể trải nghiệm hết những tính năng , nếu cài game nữa thì không đáp ứng nổi phải có cục sạc dự phòng.",3,Samsung Galaxy J7+ (No.00398983),175
640,"Pin nhanh hết kinh khủng. Sạc đầy 6h tối đế 9h tối còn 72% mặc dù rất ít xài, chỉ lướt face, zalo. Mình ko chơi game, máy ko tải 1 game nào thế mà mới Chỉ lướt face ko đụng game mà đôi khi còn bị đơ, zalo cũng bị đơ có khi ko gọi đc. Chế độ siêu tiết kiệm pin cũng như vậy, ko tiết kiệm đc gì nhiều cả chỉ thấy bất tiện hơn. Với tầm giá gần 9tr quả thật ko đáng, mới mua mà thiệt là chán nản.",1,Samsung Galaxy J7+ (No.00398983),299
641,Sao samsung note 8 chưa giãm giá nữa vậy .,3,Samsung Galaxy Note 8 (No.00420031),33
642,Sao samsung note 8 chưa giãm giá nữa vậy .,3,Samsung Galaxy Note 8 (No.00420031),33
643,"Cho mình hỏi là, trả qua thẻ tín dụng thì 0% vậy nếu trả qua thẻ ngân hàng có đc k vậy",5,Samsung Galaxy Note 8 (No.00420031),65
644,Tuyet voi samsung oi,5,Samsung Galaxy Note 8 (No.00420031),17
645,Không biết bao giờ thì con này giảm còn 5tr nhỉ?,4,Samsung Galaxy Note 8 (No.00420031),38
646,nhin mê qua chừng,5,Samsung Galaxy Note 8 (No.00420031),14
647,Bởi z mình thích đt samsung hơn là của ios iphone xài tù túng khó chịu ko thể tả đc. Cám ơn samsung đã tạo ra sản phẩm tuyệt vời như thế này mãi yêu samsung😍😍😍😍,5,Samsung Galaxy Note 8 (No.00420031),125
648,"Sau hơn 3 tháng sử dụng tôi thấy thật tuyệt vời. Note 8 đúng là flagsip cao cấp đáng đồng tiền bát gạo: màn hình đẹp, camera quá đỉnh, bút spen tận dụng, máy mượt mà...",5,Samsung Galaxy Note 8 (No.00420031),133
649,Mình thấy nó đẹp hơn Samsung galaxy s8 và các tỉnh mới là cái nâng cấp đáng giá,5,Samsung Galaxy Note 8 (No.00420031),62
650,Note 8 này có phím tắt nhanh trên màn hinh ko . Chỉ minh cách cài đặt với,5,Samsung Galaxy Note 8 (No.00420031),56
651,Tuyệt cú mèo!,5,Samsung Galaxy Note 8 (No.00420031),11
652,Một Siêu phẩm!,5,Samsung Galaxy Note 8 (No.00420031),12
653,"Mới mua được 1 tháng hư tùm lum, đi tới lui Shop 3-4 lần giờ để bảo hành, chán. Biết vậy mua iPhon",2,Samsung Galaxy Note 8 (No.00420031),76
654,AD cho em hỏi lỗi k hiển thị người gọi đến phải mở khóa màn hình mới biết được ai gọi tới hiện tượng trên là bị sao ạ và cách khắc phục như thế nào Cám ơn AD,3,Samsung Galaxy Note 8 (No.00420031),119
655,Lâu lâu cũng bị lỗi định dạng phông chữ và không bỏ dấu được phải khởi động lại còn lại thấy cũng ok,5,Samsung Galaxy Note 8 (No.00420031),78
656,Anh có máy nào dưới 3 triệu không anh,5,Samsung Galaxy Note 8 (No.00420031),29
657,Dt mua 2ngay roi ma chua them kich hoat bao hanh. Goi len td thi gap thang nv noi chuyen bo lao.,1,Samsung Galaxy Note 8 (No.00420031),75
658,Tai nghe akg có giá chính hãng là bao nhiêu ad,5,Samsung Galaxy Note 8 (No.00420031),36
659,shop ơi shop kiểm tra dúp em chi nhánh phổ yên- thái nguyên còn note8 cũ k ạ sdt mk đây ạ mong dc ad tư vấn 0886132983,5,Samsung Galaxy Note 8 (No.00420031),91
660,toi thich sang pham nay duoc lam,5,Samsung Galaxy Note 8 (No.00420031),26
661,Sim vietnam mobile đó số tự chọn hay ngẫu nhiên vậy qtv? Nếu 1 tháng mình dùng ko hết 888 000d có được ko?,4,Samsung Galaxy Note 8 (No.00420031),83
662,Minh mua dc 3 may note 8 full mau luon cam thay may dep cau hinh tam chap nhan con thua con iphone x tinh tuan sau quat luon con iphone x nua de xai cho no oach note 8 cho ba me hai con con mot con xai bo tui mat cong ra duong cuop no thay tao la no cuop ghe lam uk ma quen nhan vien fpt shop nhiet tinh lam co chi nhan vien ten Thao tu van nhiet tinh vui ve lam minh cam on fpt shop nhieu nha,5,Samsung Galaxy Note 8 (No.00420031),300
663,"Mọi thứ rất tuyệt! Hơn hẳn iphone 6,7 Nhìu thứ để khám phá trên con note8. Mua về xài k hề hối hận tí nào. Pin nên sac 3 lần đầu 8 tiếng để pin tốt hơn. Minh xài thay pin trâu dù ứng dụng khá nhìu. #Fpt phú tân,phú khương,bến tre nhân viên Lợi và các a chị trong đó nhiêt tình vui vẻ tư vấn. Chăm sóc khách hàng tốt. Kể cả chú bao vệ củng vui tính. Ai có mua dt thì qua FPT mua NHIET TÌNH hơn TGDĐ nhiều. Op lưng phu kiên củng rẻ hơn tí á.",5,Samsung Galaxy Note 8 (No.00420031),338
664,"Đã lướt thử tại shop, nhìn em nó mà nhỏ dãi! Hehe!",5,Samsung Galaxy Note 8 (No.00420031),39
665,Tìm thể lệ đăng ký mà hok thấy đâu. Mất thời gian quá,1,Samsung Galaxy Note 8 (No.00420031),41
666,May mắn mua được giảm 2tr. Máy ok.,4,Samsung Galaxy Note 8 (No.00420031),27
667,Tuyệt vời với Galaxy Note8,5,Samsung Galaxy Note 8 (No.00420031),22
668,giảm giá nói rõ oai trả góp lời gói cuớc thì có của hàng lớn mà còn chơi chiêu,1,Samsung Galaxy Note 8 (No.00420031),69
669,Thực sự mọi thứ đều tốt ... nhưng 1 : tỉ lệ màng 18:9 hơi bị dài. Sao ko làm 16:9 có phải gọn hơn ko? Với lại game hay video chưa hỗ trợ tỉ lệ này và khá ít. Bị dư 2 phần đen trên đầu và dưới đuôi. 2 : màng hình độ nét cao...nhưng hiển thị hơi vàng nhẹ và đục nhẹ ) - nền đen ko sâu . dù cố cân bằng sắc tố tay nhưng ko đạt được chuẩn trắng. 1 tấm ảnh 2 đt cảm giác khi xem ảnh con này ko được thích và hấp dẫn thị lực như trên đt shap màng shap (404sh) trong trẻo và sâu . 3 hiệu năng cao nhưng lúc chơi game cảm giác trải nghiệm ko mượt mà bằng 6s.,4,Samsung Galaxy Note 8 (No.00420031),417
670,"Máy ngon, mượt, cam chụp đẹp. Bút Spen khá nhiều tính năng mới nhưng mình thích nhất ghi chú trực tiếp trên màn hình và nhắn tin viết trên màn hình như viết trên giấy rất khoái. Nói chung là đáng đồng tiền.",5,Samsung Galaxy Note 8 (No.00420031),164
671,"Good ! mình đã mua và thử độ bền ở độ cao 300 m, kết quả rất tuyệt vời !",5,Samsung Galaxy Note 8 (No.00420031),53
672,"các tính năng thì ok,nhưng độ nhanh dùng bền vẫn không bằng iphone",5,Samsung Galaxy Note 8 (No.00420031),54
673,cho hỏi mình thấy ct km mua note 8 đến 31/10 là giảm ngay 8m khi mua kèm gói cước fpt888 là sao vậy shop,5,Samsung Galaxy Note 8 (No.00420031),80
674,M có galaxy c9 pro.giờ muốn đổi qua note 8.vậy làm tn để đổi dc shop.và phải bù bn ạ?,5,Samsung Galaxy Note 8 (No.00420031),66
675,M có galaxy c9 pro.giờ muốn đổi qua note 8.vậy làm tn để đổi dc shop.và phải bù bn ạ?,5,Samsung Galaxy Note 8 (No.00420031),66
676,Chưa bao giờ cảm thấy hài lòng với Note như lần này. Tuyệt vời về mọi thứ.,5,Samsung Galaxy Note 8 (No.00420031),58
677,"Bạn H.ANH chưa tìm hiểu hết chức năng của note8 chỉ 1 chạm là đã chụp được màn hình rồi nhé, note8 phải nói là tuyệt vời nhất từ trước đến giờ.",5,Samsung Galaxy Note 8 (No.00420031),112
678,"fpt cho hỏi mình có miếng dán full màn hình note8 ko ạ, trước sau luôn nhé, giá là bao nhiêu ạ",5,Samsung Galaxy Note 8 (No.00420031),73
679,Spen là điểm tuyệt vời nhất,5,Samsung Galaxy Note 8 (No.00420031),22
680,Spen là điểm tuyệt vời nhất,5,Samsung Galaxy Note 8 (No.00420031),22
681,Tốt nhất trong các dòng điện thoại trước giờ mình dùng :),5,Samsung Galaxy Note 8 (No.00420031),46
682,"đã dùng 1 tuần, 1 chiếc đt tốt nhất từ trước đến giờ mình dùng",5,Samsung Galaxy Note 8 (No.00420031),48
683,"Có chức năng chụp màn hình nhé, chỉ 1 chạm là chụp thôi.",5,Samsung Galaxy Note 8 (No.00420031),44
684,"Ai nói Không có chức năng chụp màn hình vạy bạn H.Anh ( không tìm hiểu kỹ mà phán như đúng rồi). Chụp màn hình ngoài chức năng cũ, có thêm chức năng mới từ bút S Pen ( bạn có thể chụp màn hình hay chụp 1 đoạn nào đó trên màn hình mà mình thích ). Camera có thêm 1 chức năng rất hay( ít máy điện thoai nào có trên tt hiện nay ) bạn nên tìm hiểu và trãi nghiệm mới thú vị.",5,Samsung Galaxy Note 8 (No.00420031),284
685,"Sử dụng mấy bữa nay, nói chung thấy rất mượt. Có điều không có chức năng chụp màn hình. Nhưng vẫn cho 5 sao.",5,Samsung Galaxy Note 8 (No.00420031),85
686,Tôi thích nhất dòng Note của SAMSUNG. Đẳng cấp & giá trị. Đặc biệt thích tính năng Note bằng bút S pen.,5,Samsung Galaxy Note 8 (No.00420031),82
687,Sản phẩm rất tốt liên quân không lag pubg chưa test mua được 4d rồi. vẫn không có hiện tượng tuộc pin và mang hình không có loạn cảm ứng nhu moi người nói. Sản phẩm rất tốt pin trâu :)) điều cái cam trước hơi xấu:),5,Samsung Galaxy M20 (No.00543131),192
688,Không sứng đáng số tiền để mua về cảm ứng loạn lên không dùng được thà mua hãng khác dùng còn tốt hơn,1,Samsung Galaxy M20 (No.00543131),79
689,Em mới mua được 3 ngày để qua đêm tự nhiên thụt 16% pin trong khi đó chỉ bật mỗi tiết kiệm pin và chế độ trên máy bay,3,Samsung Galaxy M20 (No.00543131),89
690,yêu cái này tốt lắm,5,Samsung Galaxy M20 (No.00543131),15
691,E vừa mua máy đc 1 tuần. K hiểu sao đt của e rất hay tự động sáng màn hình. K pit máy có bị sao k ạ.,4,Samsung Galaxy M20 (No.00543131),73
692,Vừa hợp túi tiền với người lao động,5,Samsung Galaxy M20 (No.00543131),28
693,"Tôi dùng Sản phẩm galaxy m20 được một tuần máy pin hao nhanh,loạn cảm ứng lung tung hết cả lên, lại còn hay đơ tình trạng này lặp lại rất nhiều, khá là bức xúc 😫😫😫",1,Samsung Galaxy M20 (No.00543131),128
694,"Mình mua M20 ngay từ ngày đầu shop FPT mở bán: 18/ 02 và không được khuyến mãi gì cả với giá 4,990k. Nhưng mình dùng đến giờ thì không gặp bất kể lỗi gì. Máy sạc pin từ 15% - 100% mất 2h 10p, cảm ứng tốt, dùng nhiều pin 1 ngày, vừa thì 2 ngày, ít thì pin 4 ngày mới phải sạc. Sao thấy mọi người gặp nhiều vấn đề vậy? Đó là tin thật hay ảo vậy?",5,Samsung Galaxy M20 (No.00543131),263
695,. nham sac lan 2 tu 12h30 den 16h30 ve dc 96% pin,4,Samsung Galaxy M20 (No.00543131),37
696,"Rất ưng ý về sản phẩm này. Máy lướt fb hay youtube từ sáng đến chiều vẫn chưa hết pin và chơi game mượt nữa, camera chụp đẹp. Nói chung là ko chê điểm nào",5,Samsung Galaxy M20 (No.00543131),120
697,Loạn cảm ứng nhảy lung tung cả lên..,1,Samsung Galaxy M20 (No.00543131),29
698,Xin đừng cho người đã mạo tôi chèn vào trang cái nhân quả tôi,1,Samsung Galaxy M20 (No.00543131),48
699,Xúc phạm và đã mạo quả tôi,1,Samsung Galaxy M20 (No.00543131),20
700,"Màn hình rộng nên thường xuyên bị cảm ứng nhầm, hay bị đơ cảm ứng, ảnh chụp chỉ nét khi đủ sáng, quảng cáo pin trâu nh rất nhanh hết pin. Máy mua 24/2",2,Samsung Galaxy M20 (No.00543131),117
701,Màng hình cảm ứng quá tệ. Loạn cảm ứng,1,Samsung Galaxy M20 (No.00543131),30
702,"Rất tốt, trong tầm giá là nhất rồi. Viền màn hình quá mỏng nên khi cầm dễ bị chạm nên nhiều người dùng tưởng lầm là loạn cảm ứng.",5,Samsung Galaxy M20 (No.00543131),101
703,Xài dc 1 tuần thấy ok.4ngay moi het pin,5,Samsung Galaxy M20 (No.00543131),31
704,M20 màn ám vàng nhiều quá,3,Samsung Galaxy M20 (No.00543131),20
705,khi nao moi co ốp lưng vay,3,Samsung Galaxy M20 (No.00543131),21
706,cho hỏi có ram 4g hk,3,Samsung Galaxy M20 (No.00543131),15
707,co vi no rat tot choi game rat muot danh cho ae game thu live treams game nha ^^!,5,Samsung Galaxy M20 (No.00543131),63
708,FPT cho hỏi bên mình còn chương trình tặng PMH như trc nữa không vậy?,4,Samsung Galaxy M20 (No.00543131),55
709,Cho hỏi có ốp lưng cho m20 chưa ạ,5,Samsung Galaxy M20 (No.00543131),25
710,"tôi cung mua đúng vào ngày 23/2 gia 3990k cảm thấy ok. dung mượt. nhưng có 1 vấn đề là muốn kiểm tra thông tin kỹ thuật của máy thì chỉ hiển thị có 1 phần, ko hiển thị ram, rom, tốc độ, ...",5,Samsung Galaxy M20 (No.00543131),146
711,Mua đúng hum 23 dk khuyến mãi còn 4290k về cơ bản dùng tốt. Pin trâu. Mjnh ko chơi game . Chi lướt wep fa. Za. You. Cơ bản ổn . Quan trọng pin trâu 2 ngày,4,Samsung Galaxy M20 (No.00543131),118
